number of 0s failed: 29
[0, 0, 0, 3, 0, 2, 7, 1, 12, 4]
number of 1s failed: 12
[0, 0, 0, 4, 1, 1, 2, 0, 4, 0]
number of 2s failed: 144
[14, 8, 0, 52, 8, 0, 18, 18, 24, 2]
number of 3s failed: 37
[0, 1, 3, 0, 0, 3, 2, 10, 10, 8]
number of 4s failed: 78
[2, 1, 1, 0, 0, 0, 22, 1, 8, 43]
number of 5s failed: 105
[3, 6, 3, 39, 4, 0, 14, 6, 22, 8]
number of 6s failed: 42
[6, 4, 0, 0, 4, 17, 0, 0, 11, 0]
number of 7s failed: 94
[4, 14, 5, 6, 5, 1, 2, 0, 10, 47]
number of 8s failed: 80
[2, 6, 2, 39, 5, 6, 11, 5, 0, 4]
number of 9s failed: 54
[6, 7, 0, 13, 8, 3, 2, 2, 13, 0]
proportion passed: 93.25%
